code,name,2012_Population,2012_Deaths,2012_Standardised_death_rate,2013_Population,2013_Deaths,2013_Standardised_death_rate,2014_Population,2014_Deaths,2014_Standardised_death_rate,2015_Population,2015_Deaths,2015_Standardised_death_rate,2016_Population,2016_Deaths,2016_Standardised_death_rate,2017_Population,2017_Deaths,2017_Standardised_death_rate,2018_Population,2018_Deaths,2018_Standardised_death_rate,2019_Population,2019_Deaths,2020_Population,2020_Deaths,2019_Standardised_death_rate,2020_Standardised_death_rate
402051051,Highbury - Dernancourt,10677,36,3.5,10667,51,3.6,10660,42,3.6,10650,53,4.1,10648,39,3.9,10743,34,3.6,10781,35,2.9,10754,35.7142857142858,10770.1428571429,34.2857142857142,3.3857142857143,3.33214285714287
402051052,Hope Valley - Modbury,16341,250,6.9,16349,244,6.8,16471,251,6.9,16618,264,6.9,16710,258,6.9,16720,270,7,16765,246,6.8,16889.5714285715,261.428571428571,16970.0357142857,263.107142857143,6.9,6.90357142857143
402051053,Modbury Heights,19519,65,4.3,19448,60,3.8,19372,61,3.4,19292,81,3.7,19205,53,3.4,19211,67,3.4,19272,67,2.9,19133.8571428571,66.5714285714284,19084.5,66.9999999999999,2.84285714285716,2.66428571428577
402051054,Redwood Park,16256,51,4.4,16241,49,3.8,16227,66,3.7,16216,42,3.3,16212,71,3.6,16259,50,3.2,16368,49,3.2,16305.1428571429,54.1428571428571,16317.8928571429,54.1785714285714,2.90000000000009,2.72500000000008
402051055,St Agnes - Ridgehaven,12505,112,6,12511,115,5.8,12523,119,5.7,12542,118,5.6,12572,121,5.4,12617,142,5.5,12666,152,5.8,12668.5714285714,150.714285714284,12695.1428571429,156.999999999998,5.47142857142859,5.41785714285716
403011056,Brighton (SA),14013,176,6.1,14058,164,6,14099,172,5.6,14152,162,5.2,14202,174,5.2,14254,143,5,14410,154,5,14410.5714285714,148.428571428572,14470.7857142857,144.642857142857,4.62857142857149,4.42500000000001
403011057,Glenelg (SA),20573,212,4.8,20579,179,4.6,20578,209,4.8,20590,202,4.7,20632,205,4.8,20696,195,4.7,20864,182,4.4,20810.4285714286,188.857142857144,20851.8928571429,186.642857142858,4.54285714285716,4.50714285714287
403021058,Edwardstown,13147,73,4.3,13386,67,4.4,13530,76,4.4,13672,89,4.8,13862,62,4.6,14029,53,4.3,14096,69,3.7,14312.4285714285,62.1428571428573,14471.8928571428,60.2142857142858,4.09999999999999,4.03571428571428
403021059,Hallett Cove,12701,34,3.2,12720,42,3.1,12761,36,3.1,12753,24,2.6,12734,48,2.8,12749,50,3.1,12743,41,3.6,12759.7142857143,46.2857142857138,12765.3214285714,48.0357142857138,3.2,3.23214285714285
403021060,Marino - Seaview Downs,9495,53,3.9,9504,37,3.4,9498,51,3.7,9493,45,3.4,9535,38,3.5,9603,33,3,9619,34,2.7,9621.99999999999,30.4285714285725,9643.67857142857,27.6428571428587,2.71428571428578,2.55000000000007
403021061,Mitchell Park,14834,158,6.3,14962,132,6,15099,143,6,15251,115,5.3,15405,126,5.1,15529,130,4.9,15744,132,4.9,15856.2857142857,119.571428571429,16005.2142857143,116.035714285715,4.45714285714291,4.19642857142856
403021062,Morphettville,14176,217,7.2,14348,189,6.6,14540,212,6.9,14756,187,6.7,14982,207,6.7,15169,268,7.1,15368,238,7.8,15571.2857142856,247.714285714283,15773.4285714285,255.428571428569,7.37142857142857,7.46428571428572
403021063,Sheidow Park - Trott Park,9975,51,8.4,10069,65,8.5,10153,66,8.7,10228,62,9.3,10306,60,8.5,10393,45,7.5,10451,73,7.9,10543.4285714286,63.1428571428569,10623.0357142857,63.8571428571424,7.87142857142857,7.7392857142857
403021064,Warradale,13951,144,6.4,14214,151,5.9,14532,125,5.3,14835,146,5.3,15173,162,5.3,15428,137,5.3,15829,140,5.2,16094.9999999999,143.142857142857,16405.8214285714,143.035714285714,4.84285714285721,4.67142857142864
403031065,Belair,4699,35,5.1,4697,41,4.4,4693,56,4.4,4689,45,5.3,4686,34,5.2,4682,47,5,4705,46,4.6,4690.28571428571,46.7142857142856,4689.60714285714,47.535714285714,4.92857142857143,4.94642857142858
403031066,Bellevue Heights,7531,58,4.9,7538,66,4.7,7543,61,5.1,7555,63,5.2,7569,62,4.9,7599,71,4.8,7647,59,4.6,7639.71428571428,64.8571428571428,7657.42857142857,65.3571428571428,4.75714285714287,4.72500000000001
403031067,Blackwood,11689,38,3,11846,37,2.8,11996,56,3.2,12147,51,3.4,12307,37,3.3,12430,46,2.8,12574,49,2.7,12731.8571428571,49.4285714285711,12879.5,50.5714285714285,2.91428571428572,2.88571428571429
403031068,Colonel Light Gardens,15675,119,5.3,15752,121,5,15882,132,5.1,15928,161,5.3,15933,136,5.4,15984,185,6.2,15949,164,6.4,16062.8571428571,183.571428571428,16110.6071428571,193.107142857141,6.38571428571419,6.59999999999991
403031069,Mitcham (SA),16347,138,4.4,16338,121,4.5,16336,153,4.8,16335,156,5.1,16349,102,4.9,16385,124,4.6,16537,110,4,16472,110.714285714286,16496.1785714286,106.107142857143,4.48571428571429,4.45357142857144
403031070,Panorama,8142,42,3.1,8184,50,3,8224,49,3.1,8274,51,3.4,8324,52,3.4,8407,47,3.3,8508,52,3.3,8529.57142857142,52.8571428571429,8588.2857142857,53.8214285714287,3.44285714285714,3.49642857142857
403041071,Aberfoyle Park,12126,46,4.9,12063,49,4.3,12035,60,3.8,11960,64,4.1,11863,72,4.6,11835,63,4.4,11783,57,4.1,11715.4285714286,69.1428571428569,11656.25,71.7499999999991,4.11428571428573,4.06428571428573
403041072,Aldinga,14761,69,5.5,15011,68,5.4,15243,75,5.2,15455,97,5.5,15627,82,5.4,15808,96,5.7,16017,98,5.5,16238.2857142856,105,16443.4999999999,110.357142857143,5.57142857142856,5.59999999999999
403041073,Christie Downs,8961,101,9.4,9081,88,8.9,9233,86,9.1,9382,98,8.5,9499,92,8.5,9558,102,8.7,9597,81,8.4,9776.99999999997,88.8571428571431,9888.71428571426,87.9285714285716,8.21428571428578,8.07142857142867
403041074,Christies Beach,10165,116,7.2,10217,131,7.2,10274,118,7.3,10348,89,6.6,10382,130,6.5,10383,133,6.9,10427,111,7.5,10488.8571428571,118.428571428571,10532.6428571429,118.464285714286,6.95714285714287,6.93928571428573
403041075,Clarendon,2720,7,,2722,4,,2725,8,,2731,10,,2739,9,,2750,9,,2767,7,,2766.42857142857,9.28571428571411,2773.96428571429,9.67857142857133,0,0
403041076,Coromandel Valley,4416,10,,4442,11,,4449,9,,4447,7,,4435,7,,4433,12,,4455,11,,4451.71428571429,10,4454.75,10.1071428571429,0,0
403041077,Flagstaff Hill,10825,44,5.2,10823,47,4.5,10814,42,4.2,10786,54,4.5,10771,57,4.6,10766,53,4.9,10787,42,4.4,10757.2857142857,51.4285714285713,10747.6071428571,52.1785714285713,4.44285714285716,4.40000000000002
403041078,Hackham - Onkaparinga Hills,6578,92,9.6,6551,62,8.6,6509,59,7.8,6444,68,6.6,6352,88,7.4,6320,89,9,6279,75,10,6216.7142857143,80.7142857142862,6162.57142857145,81.8571428571436,8.65714285714287,8.71428571428574
403041079,Hackham West - Huntfield Heights,7696,66,8.4,7686,67,8.1,7679,66,8.2,7664,68,8.3,7651,58,7.8,7667,71,7.8,7655,73,7.8,7644.14285714286,69.9999999999998,7637.39285714286,70.7499999999998,7.65714285714293,7.55714285714291
403041080,Happy Valley,14061,79,4.5,14059,87,4.5,13986,79,4.6,13906,70,4.4,13830,84,4.3,13840,94,4.5,13862,73,4.5,13764.7142857143,81,13722.1785714286,81.0357142857143,4.42857142857143,4.41785714285714
403041081,Happy Valley Reservoir,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0
403041082,Lonsdale,27,0,,28,0,,28,0,,29,0,,30,0,,30,0,,30,0,,31,0,31.5357142857142,0,0,0
403041083,McLaren Vale,5922,46,5.1,5981,53,5,6029,57,4.7,6071,47,4.7,6090,54,4.8,6151,50,4.6,6274,58,4.9,6282.14285714284,55.9999999999996,6334.17857142857,56.9642857142853,4.64285714285715,4.59642857142858
403041084,Morphett Vale - East,13741,121,7.6,13744,115,7.2,13744,128,7.1,13742,124,7,13739,152,7.4,13752,139,7.4,13730,127,7.4,13738.5714285714,142.285714285713,13737.7857142857,145.499999999998,7.31428571428572,7.31785714285715
403041085,Morphett Vale - West,9417,36,4.5,9445,44,4.1,9490,62,4.3,9539,56,4.9,9591,55,5,9662,49,4.6,9762,58,4.6,9782.2857142857,61.2857142857129,9838.35714285713,63.7499999999991,4.85714285714283,4.92857142857142
403041086,Reynella,10048,75,5,10101,77,5.2,10156,71,5.7,10192,62,5.2,10231,72,5,10246,66,4.8,10265,71,5,10322.1428571428,65.8571428571427,10358.4285714286,64.6785714285716,4.91428571428571,4.86071428571428
403041087,Seaford (SA),20078,100,4.5,20725,98,4.3,21397,108,4.3,22074,111,4.3,22828,125,4.4,23418,130,4.6,23909,130,4.8,24677,138.999999999998,25330.9285714286,145.107142857141,4.68571428571428,4.74285714285715
403041088,Willunga,3383,7,,3407,13,,3426,14,,3448,17,,3470,19,,3504,20,,3541,17,,3555.85714285714,22.2857142857138,3581.2857142857,24.0357142857138,0,0
403041089,Woodcroft,11390,63,5.3,11447,68,5.3,11471,75,5.8,11519,62,5.5,11558,73,5.4,11600,79,5.2,11653,78,5.4,11688.5714285714,80.4285714285707,11730.7857142857,82.7499999999991,5.37142857142857,5.36071428571429
404011090,Beverley,7501,91,7.1,7570,79,7.4,7675,64,7.3,7800,63,6.2,7936,77,6.1,8067,55,5.8,8252,52,5.8,8329.85714285713,47.0000000000018,8455.14285714284,41.5714285714312,5.34285714285716,5.04642857142858
404011091,Flinders Park,14358,96,4.6,14415,113,4.7,14663,101,4.4,14853,109,4.7,14866,108,4.5,14925,110,4.4,15094,90,4.1,15229.2857142857,101.428571428571,15351.8214285714,100.821428571428,4.20000000000002,4.12857142857143
404011092,Henley Beach,14679,84,4,14789,96,4.2,14982,80,4.3,15152,82,4.2,15273,65,3.7,15413,73,3.5,15613,69,3.2,15748.8571428572,63.2857142857156,15903.8928571428,59.5000000000009,3.24285714285725,3.08571428571435
404011093,Hindmarsh - Brompton,17528,128,6.5,17753,125,6.1,17972,161,5.9,18087,193,6.6,18158,145,6.9,18433,161,6.9,18594,165,6.4,18752.7142857143,177.857142857141,18922.1428571428,183.821428571428,6.79999999999998,6.88214285714284
404011094,Royal Park - Hendon - Albert Park,5908,79,7.2,5940,70,7.3,5977,74,7.5,5992,91,7.7,6010,93,8.4,6022,81,9.2,6113,70,8.8,6110.57142857142,81.7142857142858,6139.57142857143,82.2142857142858,9.37142857142851,9.71071428571418
404011095,Seaton - Grange,16364,201,5.9,16472,223,5.9,16587,213,6.1,16699,235,6.6,16805,221,6.5,16900,240,6.7,17140,242,6.8,17195.5714285714,248.571428571428,17317.0714285714,254.464285714284,7.02857142857141,7.19642857142856
404011096,West Lakes,14606,124,4.8,14680,132,4.8,14736,140,4.7,14789,125,4.6,14841,141,4.7,14899,127,4.6,14952,134,4.5,15012,134.857142857143,15068.4642857143,135.607142857143,4.48571428571429,4.43928571428572
404011097,Woodville - Cheltenham,16161,148,6.4,16686,121,6.4,17168,134,6.4,17633,145,6,17929,147,6.1,18155,159,6.4,18445,146,6.4,18961.1428571427,154.714285714285,19337.9642857142,157.678571428571,6.25714285714286,6.24642857142858
404021098,Dry Creek - South,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0
404021099,Largs Bay - Semaphore,15043,154,8.8,15028,187,8.6,14969,169,8.2,14908,169,8.4,14824,159,7.9,14826,133,7.2,14894,169,7.3,14785.1428571429,152.428571428572,14749.5714285714,149.821428571429,6.97142857142865,6.70000000000005
404021100,North Haven,14460,139,6.9,14487,149,6.7,14519,126,6.7,14542,151,6.9,14550,122,6.5,14584,127,6.5,14657,120,5.8,14659.2857142857,118.428571428572,14688.4285714286,114.678571428572,6.01428571428573,5.875
404021101,Port Adelaide,11097,83,5.6,11072,70,5.4,11037,77,5.7,11016,78,5.6,10987,64,5.4,10968,72,5.2,11025,60,4.6,10961.1428571429,60.8571428571431,10944.2142857143,58.0714285714294,4.82857142857148,4.69642857142861
404021102,The Parks,18373,159,7.3,18726,160,7.1,18945,159,6.5,18995,170,6.7,18960,181,6.7,18866,223,7.6,18923,167,7.7,19104.7142857143,198.714285714284,19174.1785714286,204.857142857141,7.42857142857142,7.51428571428571
404021103,Torrens Island,9,0,,7,0,,6,0,,4,0,,3,0,,3,0,,3,0,,0.857142857143117,0,-0.178571428571104,0,0,0
404031104,Adelaide Airport,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0
404031105,Fulham,2668,28,,2686,23,,2703,34,,2723,31,,2752,26,,2762,31,,2770,36,,2795.85714285713,34.4285714285716,2813.96428571428,35.5714285714284,0,0
404031106,Lockleys,12805,90,4.7,12866,71,4.4,12933,90,4.2,13011,108,4.4,13016,87,4.5,12970,122,4.9,13107,125,5.1,13129.2857142857,128.142857142857,13172.0357142857,135.428571428571,4.95714285714286,5.04642857142858
404031107,Plympton,23880,264,6.4,24093,241,6.2,24324,231,5.7,24573,234,5.5,24828,235,5.2,24982,263,5.6,25158,235,5.6,25421.9999999999,237.714285714286,25640.4285714285,236.321428571429,5.1571428571429,5.0107142857143
404031108,Richmond (SA),16560,128,5.9,16763,121,5.8,16898,109,5.7,16948,121,5.5,16975,104,5.3,17000,124,5.5,17169,125,5.5,17241.5714285714,117.714285714286,17326.5,117.428571428572,5.28571428571431,5.20714285714288
404031109,West Beach,4777,55,5,4876,38,4.6,4969,39,4.7,5058,50,4.5,5118,45,4.5,5151,49,4.7,5192,40,4.3,5297.85714285713,42.714285714286,5367.28571428571,42.1071428571431,4.31428571428572,4.23928571428573
405011110,Barossa - Angaston,6060,35,6.3,6086,41,5.9,6142,46,5.9,6199,41,6.3,6266,35,5.9,6311,39,5.4,6378,34,4.9,6424.28571428571,36.1428571428569,6478.85714285713,35.4999999999998,5.05714285714288,4.87142857142862
405011111,Light,8445,66,6.2,8639,72,6.4,8835,66,7.1,9013,76,7.3,9187,66,7.2,9287,72,7.4,9391,66,6.9,9611.8571428571,69.1428571428571,9772.07142857142,69.1428571428571,7.52857142857141,7.67857142857139
405011112,Lyndoch,5867,33,5.4,5968,22,4.6,6075,30,5.1,6193,35,4.8,6318,27,5,6375,31,4.9,6410,33,4.5,6555.99999999997,32.2857142857145,6651.92857142855,32.8214285714287,4.58571428571432,4.5071428571429
405011113,Mallala,3154,23,7.5,3165,18,,3189,16,,3207,17,,3226,14,,3240,14,,3266,13,,3281.42857142857,10.7142857142858,3300.10714285714,9.28571428571468,-2.14285714285711,-2.94642857142844
405011114,Nuriootpa,6174,63,5.5,6293,68,5.6,6417,59,5.6,6567,61,5.6,6723,60,5.2,6821,77,5.6,6970,44,5,7102.14285714284,56.2857142857142,7236.07142857142,54.9285714285716,5.17142857142858,5.10357142857143
405011115,Tanunda,4566,60,6.4,4602,54,6.5,4641,56,6.5,4683,57,5.7,4704,58,5.3,4721,61,5.3,4757,62,5.6,4792.57142857142,61.4285714285713,4823.78571428571,62.2142857142858,5.0428571428572,4.82857142857148
405021116,Clare,4005,43,7.2,4070,49,6.8,4121,52,6.7,4157,45,6.8,4170,43,6.1,4176,37,5.5,4208,41,5.4,4253.85714285714,38.7142857142862,4284.92857142857,37.3214285714289,5.12857142857138,4.82142857142856
405021117,Gilbert Valley,4873,42,7.4,4916,45,6.8,4934,35,6,4964,39,5.4,4991,29,4.5,5021,39,4.7,5045,32,4.3,5075.28571428572,30.4285714285711,5103.25,28.7142857142853,3.44285714285729,2.90714285714307
405021118,Goyder,4269,40,5.8,4277,40,5.5,4279,38,5.8,4274,44,6.1,4264,37,6.3,4250,40,6.4,4211,40,6.3,4225.85714285715,39.7142857142857,4217.17857142858,39.6785714285714,6.57142857142856,6.70714285714286
405021119,Wakefield - Barunga West,9376,107,7.5,9443,99,6.6,9524,87,6.1,9583,110,6,9651,118,6.2,9669,118,6.8,9549,121,6.9,9699,124.42857142857,9738.21428571428,128.392857142856,6.40000000000003,6.35357142857147
405031120,Jamestown,4630,47,7.5,4634,49,6.9,4649,49,6.5,4655,44,6.1,4661,47,5.9,4645,56,6,4631,44,5.9,4648.85714285714,48.4285714285714,4650.17857142857,48.5357142857143,5.37142857142862,5.11428571428576
405031121,Peterborough - Mount Remarkable,5496,52,6.4,5497,57,6,5496,53,5.3,5505,69,5.6,5506,56,5.5,5481,72,6,5436,71,6.2,5459.28571428572,74.2857142857138,5452.07142857143,77.4999999999991,5.80000000000002,5.78571428571431
405031122,Port Pirie,14354,154,7,14420,148,7,14484,131,6.7,14425,174,7,14347,160,7.1,14267,160,7.3,14188,147,6.8,14220.5714285714,158,14186.9642857143,159.142857142857,7.04285714285714,7.05714285714286
405031123,Port Pirie Region,3307,36,7.1,3320,31,6.8,3333,36,7,3347,34,7.2,3365,37,7.9,3383,28,7.3,3383,27,6.6,3403.42857142857,28.1428571428573,3417.21428571428,27,7.18571428571428,7.2
405041124,Kadina,5238,54,6.6,5318,35,5.8,5378,43,5.5,5398,56,5.2,5416,43,5.5,5470,67,6.5,5569,51,6.5,5588.85714285713,57.7142857142853,5636.53571428571,59.6785714285711,6.10000000000001,6.13928571428572
405041125,Moonta,4432,48,6.6,4557,60,6.4,4696,46,5.8,4826,55,5.9,4938,68,5.9,5034,55,6,5084,67,6.2,5245.57142857145,66.8571428571431,5358.14285714287,69.3214285714285,5.84285714285716,5.77500000000001
405041126,Wallaroo,3800,56,8.3,3877,45,7.3,3956,45,7.2,4047,48,6.3,4123,46,6.1,4144,58,6.5,4215,74,7.1,4301.14285714284,64.7142857142844,4370.64285714284,67.6071428571422,6.07142857142861,5.84642857142865
405041127,Yorke Peninsula - North,7196,123,6.8,7205,86,6.4,7219,104,6.6,7235,108,6.1,7261,105,6.5,7274,95,6.2,7277,95,5.9,7298.57142857142,93.0000000000009,7313.67857142857,90.6785714285725,5.90000000000003,5.78571428571431
405041128,Yorke Peninsula - South,4035,38,5.7,4036,39,5.2,4035,38,4.7,4032,47,5,4030,40,4.9,4009,66,,4031,32,,4019.57142857143,48.2857142857138,4017.03571428572,49.6428571428569,-0.257142857142526,-1.23214285714266
406011129,Ceduna,2720,31,10,2712,23,9.7,2703,22,8.7,2691,16,,2680,29,7.1,2670,26,8,2603,17,,2617.28571428572,19.2857142857147,2600.92857142857,18.25,1.21428571428578,-0.0357142857142208
406011130,Eyre Peninsula,6542,47,5,6591,48,4.7,6619,44,4.9,6643,51,5.1,6667,55,5.2,6700,67,5.9,6729,53,5.8,6759.71428571428,61.7142857142853,6789.24999999999,64.1071428571431,5.95714285714286,6.13928571428568
406011131,Kimba - Cleve - Franklin Harbour,4323,57,6.5,4331,44,6,4340,31,6,4350,52,5.6,4360,46,5.5,4360,41,5.9,4333,43,5.4,4357.85714285714,40.1428571428573,4361.71428571429,38.9642857142858,5.2714285714286,5.12857142857143
406011132,Le Hunte - Elliston,2305,20,7.7,2307,14,,2312,24,6.7,2318,15,,2317,20,7,2321,14,,2292,18,,2309.42857142857,16.4285714285714,2309.21428571429,16.0714285714286,-0.199999999999818,-1.01428571428551
406011133,Port Lincoln,15766,121,6.3,15882,108,5.8,16057,123,5.5,16157,154,5.8,16198,114,5.9,16281,130,5.9,16326,138,5.6,16469.4285714286,139.142857142857,16562.9642857143,142.214285714285,5.61428571428571,5.5607142857143
406011134,West Coast (SA),3685,29,6.8,3683,25,7.1,3683,25,6.8,3679,16,,3681,25,5.8,3684,33,6.2,3718,21,6.6,3701.71428571429,23.7142857142859,3705.25,23.4285714285717,5.12857142857143,5.00714285714287
406011135,Western,106,0,,99,3,,93,0,,86,0,,80,0,,80,0,,80,0,,70.7142857142862,-0.428571428571445,66.1071428571431,-0.642857142857167,0,0
406011136,Whyalla,22538,170,6.9,22580,158,6.4,22624,188,6.3,22591,198,6.5,22432,176,6.6,21976,203,6.8,21742,185,6.6,21813.5714285715,200.142857142859,21678.2857142857,204.535714285716,6.61428571428572,6.62142857142858
406011137,Whyalla - North,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0
406021138,APY Lands,2651,21,,2622,21,,2605,16,,2568,15,,2498,16,,2485,17,,2520,16,,2453.57142857144,14.1428571428573,2425.92857142858,13.3214285714289,0,0
406021139,Coober Pedy,1787,23,,1811,16,,1825,13,,1822,16,,1818,22,,1837,23,,1845,19,,1852,20.4285714285714,1859.82142857143,20.8214285714287,0,0
406021140,Quorn - Lake Gilles,2288,29,,2271,25,,2250,22,,2227,21,,2201,22,,2196,27,,2207,24,,2171.14285714286,22.7142857142859,2155.35714285715,22.3214285714288,0,0
406021141,Outback,3372,13,,3226,7,,3064,15,,2902,17,,2712,8,,2588,12,,2574,14,,2345.1428571429,13.1428571428571,2201.50000000006,13.3571428571428,0,0
406021142,Port Augusta,14126,112,7.8,14173,117,7.5,14181,132,7.7,14130,117,7.7,14053,104,7.3,13957,121,7.1,13799,127,7.2,13839.7142857143,122.142857142857,13784.6785714286,123.035714285714,7.04285714285714,6.93571428571428
406021143,Roxby Downs,4746,6,,4623,3,,4429,3,,4335,6,,4057,3,,3997,6,,3992,0,,3756.1428571429,2.14285714285722,3617.35714285722,1.71428571428589,0,0
407011144,Goolwa - Port Elliot,10833,107,4.9,10998,128,4.7,11135,128,4.8,11287,127,4.8,11435,157,5.1,11508,184,5.2,11578,134,5.1,11761.2857142857,169.571428571428,11888.25,177.5,5.21428571428569,5.28214285714284
407011145,Kangaroo Island,4576,29,5.5,4630,33,5.5,4694,28,4.8,4761,31,4.5,4836,43,4.7,4873,38,5.1,4929,39,5.4,4998,42.2857142857138,5058.25,44.2499999999995,4.90000000000001,4.85714285714286
407011146,Strathalbyn,6760,71,7.2,6904,56,6.7,7056,74,6,7212,63,5.5,7291,71,5.7,7363,58,5.1,7462,64,5,7615.28571428574,62.4285714285718,7731.67857142858,61.714285714286,4.44285714285718,4.08214285714291
407011147,Strathalbyn Region,6895,27,4.8,7076,29,4.8,7273,28,4.5,7438,40,4.9,7546,24,4.6,7622,38,4.8,7666,39,4.3,7884.8571428571,39.2857142857142,8016.21428571426,41.0714285714284,4.47142857142859,4.42142857142859
407011148,Victor Harbor,13987,198,5.4,14164,178,5.2,14382,204,5.3,14564,208,5.2,14719,198,5.2,14826,205,5.1,14954,208,5,15165.4285714285,211,15328.357142857,213.785714285714,4.98571428571428,4.93214285714286
407011149,Yankalilla,5181,49,5.3,5345,48,5,5513,51,5.4,5683,43,5.1,5858,47,5.1,5979,37,4.3,6095,62,4.7,6286.99999999994,50.0000000000001,6442.53571428568,50.4642857142858,4.48571428571432,4.36071428571432
407021150,Grant,5514,25,4.7,5573,32,4.4,5714,32,4.8,5846,47,5.8,5984,26,5.5,6072,42,6,6085,27,4.8,6252.71428571429,35.8571428571427,6359.17857142858,36.5714285714284,5.74285714285713,5.89285714285711
407021151,Kingston - Robe,3797,27,5.4,3805,25,5.4,3817,27,4.5,3826,36,5,3828,30,5,3828,40,5.3,3818,39,4.9,3834.14285714286,41.8571428571422,3838.42857142857,44.3214285714275,4.90000000000001,4.85714285714286
407021152,Millicent,5378,63,7,5381,81,7.4,5385,46,7,5393,69,6.9,5396,63,6.4,5396,75,7.3,5384,79,7.6,5396,75.5714285714285,5398.10714285714,77.4642857142858,7.22857142857143,7.26428571428571
407021154,Naracoorte,5969,60,5.3,6102,45,4.8,6195,58,5.2,6209,66,5.7,6208,52,5.9,6231,59,5.9,6277,72,5.9,6340.85714285713,67.1428571428578,6383.5357142857,69.2142857142862,6.19999999999999,6.36785714285713
407021155,Naracoorte Region,2464,8,,2426,7,,2390,6,,2361,7,,2336,6,,2321,10,,2256,6,,2238,7.14285714285716,2206.28571428571,7.14285714285717,0,0
407021156,Penola,3167,24,6.8,3197,35,8.2,3217,23,8,3224,17,,3227,28,5.6,3217,22,5.4,3248,27,,3255.71428571428,23.4285714285714,3266.17857142857,23,0.799999999999955,-0.214285714285779
407021157,Tatiara,6774,68,6,6789,58,6.2,6811,44,6.2,6821,47,5.1,6817,65,5.1,6773,46,5,6794,57,5.3,6801.85714285714,49.8571428571431,6803.07142857143,48.5714285714289,4.75714285714287,4.55714285714288
407021158,Wattle Range,3296,15,,3319,14,,3342,10,,3355,13,,3361,13,,3355,26,,3362,18,,3382.71428571429,20.7142857142853,3393.03571428571,21.9999999999995,0,0
407021173,Mount Gambier - East,14679,96,6.5,14782,119,6.4,14910,143,6.4,15026,138,6.9,15110,160,7.5,15152,132,7.1,15167,130,6.9,15318.5714285714,151.857142857141,15404.4285714286,157.035714285712,7.34285714285716,7.47499999999997
407021174,Mount Gambier - West,13939,126,5.8,14101,98,5.7,14268,102,5.9,14379,111,5.4,14422,114,5.5,14353,125,5.7,14472,120,5.7,14598.7142857143,120.571428571428,14679.3214285714,122.285714285714,5.57142857142858,5.54642857142858
407031159,Barmera,6650,57,7,6671,59,6.7,6706,53,6,6702,58,5.8,6671,64,5.7,6681,60,5.9,6667,69,6,6683.42857142857,66.9999999999991,6684.71428571429,68.7499999999991,5.45714285714291,5.2821428571429
407031160,Berri,4178,37,7.2,4181,54,7.6,4189,47,7.3,4199,45,7.5,4211,44,6.7,4213,39,6.4,4219,32,5.7,4228.42857142857,35.7142857142862,4235.89285714286,34.0000000000005,5.84285714285716,5.57500000000005
407031161,Karoonda - Lameroo,3094,24,5.3,3091,39,6.4,3091,30,5.9,3089,32,6.4,3096,31,6,3105,33,,3099,27,5.7,3101.85714285714,30.5714285714284,3103.57142857143,30.4999999999998,3.45714285714291,3.04642857142869
407031162,Loxton,5390,52,6.1,5419,58,6.1,5455,52,5.8,5482,57,5.9,5491,66,6,5471,76,6.7,5460,84,7.8,5502.57142857143,84.4285714285707,5515.07142857143,89.6428571428551,7.27142857142849,7.50357142857138
407031163,Loxton Region,1757,5,,1747,7,,1741,6,,1738,8,,1735,3,,1749,9,,1751,7,,1742.57142857143,7.42857142857139,1741.85714285714,7.67857142857139,0,0
407031164,Mannum,5971,57,6.7,6051,47,6.6,6146,64,6,6241,67,6.1,6333,54,6.3,6387,69,6.5,6431,57,5.8,6542.71428571426,64.1428571428569,6622.67857142855,65.3571428571427,5.91428571428574,5.82142857142858
407031165,Murray Bridge,17308,160,6.3,17536,165,6.5,17754,155,6.6,17963,141,6.2,18196,153,5.8,18452,169,5.7,18779,169,6,18953.5714285714,163.571428571428,19192.3928571428,164.75,5.68571428571431,5.56785714285718
407031166,Murray Bridge Region,3484,13,,3533,17,,3593,16,,3653,16,,3716,16,,3755,20,,3782,23,4.5,3853.85714285715,22.4285714285711,3906.03571428571,23.7142857142853,2.57142857142844,3.05357142857133
407031167,Renmark,4581,47,6.9,4645,42,6.1,4706,52,5.7,4765,57,5.7,4820,62,5.9,4845,56,6.1,4838,64,6.4,4926.42857142857,67,4972.32142857142,70.1785714285716,5.92857142857145,5.88214285714288
407031168,Renmark Region,4937,16,,4943,25,3.6,4950,20,3.8,4957,31,4.5,4960,19,,5005,26,4.2,5031,21,3.5,5028.42857142857,24.8571428571427,5043.28571428571,25.4285714285713,3.92857142857133,4.21071428571418
407031169,The Coorong,5646,53,7.4,5615,62,7.7,5585,60,7.8,5558,41,7.3,5538,52,6.8,5503,45,5.9,5468,54,6.1,5444.00000000002,46.8571428571436,5415.25000000001,45.4642857142862,5.78571428571445,5.482142857143
407031170,Waikerie,6438,50,5.8,6534,70,6,6660,49,5.8,6708,70,6.2,6744,77,6.1,6759,72,6.6,6814,61,6.1,6902.71428571426,73.4285714285716,6962.07142857141,75.75,6.42857142857142,6.51428571428571
